,LCCN,DATE,POS,NEG,NEU,COMP,STATE-TIME,,,,,,,
0,sn88053080,18250714,0.11,0.095,0.796,0.9977,DE-1819.1832,,,,,,18250714,0.11
0,sn88053080,18250714,0.096,0.058,0.846,0.9996,DE-1819.1832,,,,,,18250714,0.096
0,sn88053080,18250714,0.091,0.053,0.856,0.9996,DE-1819.1832,,,,,,18250714,0.091
0,sn88053080,18250728,0.084,0.069,0.847,0.9966,DE-1819.1832,,,,,,18250728,0.084
0,sn88053080,18250728,0.093,0.057,0.85,0.9997,DE-1819.1832,,,,,,18250728,0.093
0,sn88053080,18250804,0.091,0.068,0.841,0.9984,DE-1819.1832,,,,,,18250804,0.091
0,sn88053080,18250804,0.072,0.069,0.858,0.695,DE-1819.1832,,,,,,18250804,0.072
0,sn88053080,18250811,0.125,0.076,0.799,0.9998,DE-1819.1832,,,,,,18250811,0.125
0,sn88053080,18250811,0.105,0.034,0.861,0.9999,DE-1819.1832,,,,,,18250811,0.105
0,sn88053080,18250818,0.092,0.052,0.856,0.9996,DE-1819.1832,,,,,,18250818,0.092
0,sn88053080,18250818,0.088,0.062,0.85,0.9991,DE-1819.1832,,,,,,18250818,0.088
0,sn88053080,18250818,0.072,0.066,0.861,0.8706,DE-1819.1832,,,,,,18250818,0.072
0,sn88053080,18250825,0.092,0.067,0.841,0.9986,DE-1819.1832,,,,,,18250825,0.092
0,sn88053080,18250901,0.109,0.089,0.801,0.998,DE-1819.1832,,,,,,18250901,0.109
0,sn88053080,18250901,0.089,0.047,0.864,0.9997,DE-1819.1832,,,,,,18250901,0.089
0,sn88053080,18250901,0.108,0.055,0.837,0.9997,DE-1819.1832,,,,,,18250901,0.108
0,sn88053080,18250908,0.109,0.04,0.851,0.9998,DE-1819.1832,,,,,,18250908,0.109
0,sn88053080,18250915,0.051,0.066,0.884,-0.9956,DE-1819.1832,,,,,,18250915,-0.066
0,sn88053080,18250915,0.098,0.055,0.848,0.9995,DE-1819.1832,,,,,,18250915,0.098
0,sn88053080,18250915,0.147,0.088,0.765,0.9999,DE-1819.1832,,,,,,18250915,0.147
0,sn88053080,18250922,0.131,0.107,0.762,0.9988,DE-1819.1832,,,,,,18250922,0.131
0,sn88053080,18250922,0.092,0.079,0.829,0.9964,DE-1819.1832,,,,,,18250922,0.092
0,sn88053080,18250929,0.126,0.043,0.831,0.9999,DE-1819.1832,,,,,,18250929,0.126
0,sn88053080,18250929,0.078,0.053,0.87,0.9989,DE-1819.1832,,,,,,18250929,0.078
0,sn88053080,18250929,0.123,0.069,0.808,0.9998,DE-1819.1832,,,,,,18250929,0.123
0,sn88053080,18251006,0.089,0.102,0.81,-0.9977,DE-1819.1832,,,,,,18251006,-0.102
0,sn88053080,18251013,0.126,0.055,0.819,0.9999,DE-1819.1832,,,,,,18251013,0.126
0,sn88053080,18251013,0.109,0.055,0.836,0.9998,DE-1819.1832,,,,,,18251013,0.109
0,sn88053080,18251013,0.061,0.057,0.882,0.9812,DE-1819.1832,,,,,,18251013,0.061
0,sn88053080,18251020,0.101,0.037,0.861,0.9998,DE-1819.1832,,,,,,18251020,0.101
0,sn88053080,18251027,0.137,0.048,0.815,0.9999,DE-1819.1832,,,,,,18251027,0.137
0,sn88053080,18251027,0.114,0.067,0.819,0.9997,DE-1819.1832,,,,,,18251027,0.114
0,sn88053080,18251103,0.16,0.068,0.773,0.9999,DE-1819.1832,,,,,,18251103,0.16
0,sn88053080,18251103,0.087,0.046,0.867,0.9997,DE-1819.1832,,,,,,18251103,0.087
0,sn85042523,18251117,0.087,0.047,0.866,0.9997,DE-1819.1832,,,,,,18251117,0.087
0,sn85042523,18251117,0.066,0.028,0.906,0.9994,DE-1819.1832,,,,,,18251117,0.066
0,sn85042523,18251124,0.116,0.091,0.793,0.9988,DE-1819.1832,,,,,,18251124,0.116
0,sn85042523,18251124,0.109,0.079,0.811,0.9995,DE-1819.1832,,,,,,18251124,0.109
0,sn85042523,18251124,0.075,0.045,0.88,0.999,DE-1819.1832,,,,,,18251124,0.075
0,sn85042523,18251201,0.136,0.1,0.764,0.9996,DE-1819.1832,,,,,,18251201,0.136
0,sn85042523,18251201,0.102,0.049,0.849,0.9998,DE-1819.1832,,,,,,18251201,0.102
0,sn85042523,18251201,0.08,0.095,0.825,-0.9987,DE-1819.1832,,,,,,18251201,-0.095
0,sn85042523,18251208,0.121,0.032,0.847,0.9999,DE-1819.1832,,,,,,18251208,0.121
0,sn85042523,18251208,0.118,0.056,0.826,0.9999,DE-1819.1832,,,,,,18251208,0.118
0,sn85042523,18251215,0.086,0.082,0.832,0.9825,DE-1819.1832,,,,,,18251215,0.086
0,sn85042523,18251229,0.141,0.05,0.809,0.9999,DE-1819.1832,,,,,,18251229,0.141
0,sn85042523,18251229,0.08,0.044,0.875,0.9996,DE-1819.1832,,,,,,18251229,0.08
0,sn85042523,18260105,0.135,0.082,0.783,0.9997,DE-1819.1832,,,,,,18260105,0.135
0,sn85042523,18260105,0.129,0.041,0.829,0.9999,DE-1819.1832,,,,,,18260105,0.129
0,sn85042523,18260119,0.09,0.06,0.85,0.9992,DE-1819.1832,,,,,,18260119,0.09
0,sn85042523,18260126,0.106,0.091,0.803,0.9977,DE-1819.1832,,,,,,18260126,0.106
0,sn85042523,18260126,0.104,0.056,0.84,0.9997,DE-1819.1832,,,,,,18260126,0.104
0,sn85042523,18260126,0.13,0.073,0.797,0.9998,DE-1819.1832,,,,,,18260126,0.13
0,sn85042523,18260209,0.097,0.055,0.848,0.9997,DE-1819.1832,,,,,,18260209,0.097
0,sn85042523,18260302,0.081,0.049,0.87,0.9992,DE-1819.1832,,,,,,18260302,0.081
0,sn85042523,18260309,0.166,0.079,0.756,0.9999,DE-1819.1832,,,,,,18260309,0.166
0,sn85042523,18260316,0.056,0.059,0.885,-0.9838,DE-1819.1832,,,,,,18260316,-0.059
0,sn85042523,18260316,0.096,0.022,0.882,0.9998,DE-1819.1832,,,,,,18260316,0.096
0,sn85042523,18260323,0.11,0.075,0.816,0.9995,DE-1819.1832,,,,,,18260323,0.11
0,sn85042523,18260330,0.054,0.076,0.869,-0.9989,DE-1819.1832,,,,,,18260330,-0.076
0,sn85042523,18260330,0.061,0.031,0.908,0.9972,DE-1819.1832,,,,,,18260330,0.061
0,sn85042523,18260406,0.101,0.048,0.851,0.9998,DE-1819.1832,,,,,,18260406,0.101
0,sn85042523,18260406,0.064,0.038,0.899,0.9954,DE-1819.1832,,,,,,18260406,0.064
0,sn85042523,18260413,0.098,0.093,0.809,0.9785,DE-1819.1832,,,,,,18260413,0.098
0,sn85042523,18260420,0.124,0.082,0.793,0.9997,DE-1819.1832,,,,,,18260420,0.124
0,sn85042523,18260427,0.129,0.085,0.786,0.9997,DE-1819.1832,,,,,,18260427,0.129
0,sn85042523,18260504,0.095,0.04,0.865,0.9997,DE-1819.1832,,,,,,18260504,0.095
0,sn85042523,18260511,0.091,0.062,0.846,0.9993,DE-1819.1832,,,,,,18260511,0.091
0,sn85042523,18260518,0.077,0.027,0.896,0.9996,DE-1819.1832,,,,,,18260518,0.077
0,sn85042523,18260525,0.074,0.071,0.854,0.9503,DE-1819.1832,,,,,,18260525,0.074
0,sn85042523,18260601,0.109,0.059,0.832,0.9998,DE-1819.1832,,,,,,18260601,0.109
0,sn85042523,18260601,0.142,0.085,0.773,0.9998,DE-1819.1832,,,,,,18260601,0.142
0,sn85042523,18260601,0.082,0.113,0.805,-0.9996,DE-1819.1832,,,,,,18260601,-0.113
0,sn85042523,18260622,0.073,0.042,0.885,0.9991,DE-1819.1832,,,,,,18260622,0.073
0,sn85042523,18260622,0.146,0.069,0.785,0.9999,DE-1819.1832,,,,,,18260622,0.146
0,sn85042523,18260629,0.094,0.058,0.848,0.9996,DE-1819.1832,,,,,,18260629,0.094
0,sn85042523,18260706,0.142,0.1,0.757,0.9997,DE-1819.1832,,,,,,18260706,0.142
0,sn85042523,18260713,0.072,0.018,0.911,0.9995,DE-1819.1832,,,,,,18260713,0.072
0,sn85042523,18260713,0.101,0.053,0.847,0.9998,DE-1819.1832,,,,,,18260713,0.101
0,sn85042523,18260720,0.104,0.064,0.833,0.9996,DE-1819.1832,,,,,,18260720,0.104
0,sn85042523,18260727,0.089,0.076,0.835,0.9963,DE-1819.1832,,,,,,18260727,0.089
0,sn85042523,18260803,0.103,0.095,0.802,0.9933,DE-1819.1832,,,,,,18260803,0.103
0,sn85042523,18260810,0.138,0.082,0.78,0.9998,DE-1819.1832,,,,,,18260810,0.138
0,sn85042523,18260817,0.081,0.073,0.845,0.9917,DE-1819.1832,,,,,,18260817,0.081
0,sn85042523,18260817,0.122,0.077,0.801,0.9996,DE-1819.1832,,,,,,18260817,0.122
0,sn85042523,18260817,0.103,0.078,0.82,0.9989,DE-1819.1832,,,,,,18260817,0.103
0,sn85042523,18260824,0.116,0.099,0.785,0.9978,DE-1819.1832,,,,,,18260824,0.116
0,sn85042523,18260824,0.075,0.046,0.879,0.9991,DE-1819.1832,,,,,,18260824,0.075
0,sn85042523,18260831,0.079,0.053,0.868,0.9992,DE-1819.1832,,,,,,18260831,0.079
0,sn85042523,18260914,0.131,0.106,0.763,0.9987,DE-1819.1832,,,,,,18260914,0.131
0,sn85042523,18260914,0.093,0.059,0.849,0.9995,DE-1819.1832,,,,,,18260914,0.093
0,sn85042523,18260921,0.109,0.033,0.858,0.9999,DE-1819.1832,,,,,,18260921,0.109
0,sn85042523,18260928,0.139,0.066,0.795,0.9999,DE-1819.1832,,,,,,18260928,0.139
0,sn85042523,18260928,0.092,0.064,0.845,0.9992,DE-1819.1832,,,,,,18260928,0.092
0,sn85042523,18260928,0.085,0.037,0.877,0.9996,DE-1819.1832,,,,,,18260928,0.085
0,sn85042523,18261005,0.108,0.089,0.803,0.9985,DE-1819.1832,,,,,,18261005,0.108
0,sn85042523,18261026,0.152,0.085,0.764,0.9999,DE-1819.1832,,,,,,18261026,0.152
0,sn85042523,18261109,0.103,0.056,0.841,0.9996,DE-1819.1832,,,,,,18261109,0.103
0,sn85042523,18261116,0.095,0.068,0.837,0.9992,DE-1819.1832,,,,,,18261116,0.095
0,sn85042523,18261116,0.112,0.048,0.84,0.9998,DE-1819.1832,,,,,,18261116,0.112
0,sn85042523,18261123,0.065,0.043,0.892,0.9984,DE-1819.1832,,,,,,18261123,0.065
0,sn85042523,18261123,0.05,0.027,0.923,0.9955,DE-1819.1832,,,,,,18261123,0.05
0,sn85042523,18261130,0.121,0.091,0.789,0.999,DE-1819.1832,,,,,,18261130,0.121
0,sn85042523,18261130,0.099,0.078,0.823,0.9979,DE-1819.1832,,,,,,18261130,0.099
0,sn85042523,18261221,0.14,0.067,0.793,0.9999,DE-1819.1832,,,,,,18261221,0.14
0,sn85042523,18261228,0.081,0.041,0.877,0.9993,DE-1819.1832,,,,,,18261228,0.081
0,sn85042523,18261228,0.129,0.029,0.842,0.9999,DE-1819.1832,,,,,,18261228,0.129
0,sn85042523,18270104,0.103,0.034,0.863,0.9997,DE-1819.1832,,,,,,18270104,0.103
0,sn85042523,18270111,0.067,0.025,0.908,0.9994,DE-1819.1832,,,,,,18270111,0.067
0,sn85042523,18270111,0.126,0.087,0.787,0.9997,DE-1819.1832,,,,,,18270111,0.126
0,sn85042523,18270118,0.12,0.064,0.816,0.9998,DE-1819.1832,,,,,,18270118,0.12
0,sn85042523,18270125,0.082,0.061,0.856,0.9983,DE-1819.1832,,,,,,18270125,0.082
0,sn85042523,18270201,0.081,0.055,0.864,0.9991,DE-1819.1832,,,,,,18270201,0.081
0,sn85042523,18270201,0.1,0.062,0.838,0.9995,DE-1819.1832,,,,,,18270201,0.1
0,sn85042523,18270208,0.076,0.046,0.878,0.9992,DE-1819.1832,,,,,,18270208,0.076
0,sn85042523,18270215,0.129,0.067,0.804,0.9999,DE-1819.1832,,,,,,18270215,0.129
0,sn85042523,18270215,0.093,0.057,0.85,0.9996,DE-1819.1832,,,,,,18270215,0.093
0,sn85042523,18270222,0.079,0.06,0.862,0.9986,DE-1819.1832,,,,,,18270222,0.079
0,sn85042523,18270308,0.091,0.068,0.841,0.998,DE-1819.1832,,,,,,18270308,0.091
0,sn85042523,18270315,0.11,0.066,0.823,0.9997,DE-1819.1832,,,,,,18270315,0.11
0,sn85042523,18270329,0.163,0.064,0.773,0.9999,DE-1819.1832,,,,,,18270329,0.163
0,sn85042523,18270405,0.1,0.052,0.848,0.9996,DE-1819.1832,,,,,,18270405,0.1
0,sn85042523,18270419,0.074,0.048,0.878,0.9988,DE-1819.1832,,,,,,18270419,0.074
0,sn85042523,18270419,0.089,0.037,0.874,0.9997,DE-1819.1832,,,,,,18270419,0.089
0,sn85042523,18270419,0.108,0.068,0.824,0.9994,DE-1819.1832,,,,,,18270419,0.108
0,sn85042523,18270419,0.089,0.035,0.876,0.9998,DE-1819.1832,,,,,,18270419,0.089
0,sn83025530,18270501,0.09,0.075,0.835,0.9918,DE-1819.1832,,,,,,18270501,0.09
0,sn85042523,18270503,0.072,0.047,0.88,0.9991,DE-1819.1832,,,,,,18270503,0.072
0,sn85042523,18270503,0.082,0.06,0.859,0.9987,DE-1819.1832,,,,,,18270503,0.082
0,sn83025530,18270508,0.111,0.07,0.819,0.9992,DE-1819.1832,,,,,,18270508,0.111
0,sn85042523,18270510,0.117,0.041,0.843,0.9999,DE-1819.1832,,,,,,18270510,0.117
0,sn83025530,18270511,0.107,0.083,0.809,0.9984,DE-1819.1832,,,,,,18270511,0.107
0,sn83025530,18270511,0.118,0.033,0.849,0.9998,DE-1819.1832,,,,,,18270511,0.118
0,sn83025530,18270515,0.116,0.056,0.828,0.9998,DE-1819.1832,,,,,,18270515,0.116
0,sn83025530,18270515,0.106,0.053,0.841,0.9997,DE-1819.1832,,,,,,18270515,0.106
0,sn85042523,18270517,0.127,0.051,0.822,0.9999,DE-1819.1832,,,,,,18270517,0.127
0,sn85042523,18270517,0.093,0.059,0.848,0.9994,DE-1819.1832,,,,,,18270517,0.093
0,sn83025530,18270518,0.1,0.082,0.818,0.9973,DE-1819.1832,,,,,,18270518,0.1
0,sn83025530,18270522,0.103,0.038,0.859,0.9998,DE-1819.1832,,,,,,18270522,0.103
0,sn85042523,18270524,0.079,0.058,0.863,0.9991,DE-1819.1832,,,,,,18270524,0.079
0,sn83025530,18270525,0.101,0.03,0.869,0.9998,DE-1819.1832,,,,,,18270525,0.101
0,sn83025530,18270529,0.088,0.047,0.866,0.9991,DE-1819.1832,,,,,,18270529,0.088
0,sn85042523,18270531,0.061,0.054,0.885,0.9898,DE-1819.1832,,,,,,18270531,0.061
0,sn83025530,18270601,0.117,0.063,0.82,0.9996,DE-1819.1832,,,,,,18270601,0.117
0,sn85042523,18270607,0.077,0.059,0.864,0.9977,DE-1819.1832,,,,,,18270607,0.077
0,sn83025530,18270608,0.114,0.04,0.846,0.9997,DE-1819.1832,,,,,,18270608,0.114
0,sn83025530,18270608,0.119,0.058,0.822,0.9998,DE-1819.1832,,,,,,18270608,0.119
0,sn83025530,18270612,0.111,0.059,0.83,0.9997,DE-1819.1832,,,,,,18270612,0.111
0,sn83025530,18270612,0.145,0.067,0.788,0.9999,DE-1819.1832,,,,,,18270612,0.145
0,sn83025530,18270612,0.132,0.084,0.784,0.9995,DE-1819.1832,,,,,,18270612,0.132
0,sn85042523,18270614,0.08,0.052,0.868,0.9991,DE-1819.1832,,,,,,18270614,0.08
0,sn83025530,18270615,0.094,0.048,0.858,0.9996,DE-1819.1832,,,,,,18270615,0.094
0,sn83025530,18270615,0.072,0.048,0.879,0.9957,DE-1819.1832,,,,,,18270615,0.072
0,sn83025530,18270619,0.092,0.06,0.848,0.9991,DE-1819.1832,,,,,,18270619,0.092
0,sn85042523,18270621,0.11,0.07,0.82,0.9997,DE-1819.1832,,,,,,18270621,0.11
0,sn85042523,18270628,0.079,0.053,0.867,0.9991,DE-1819.1832,,,,,,18270628,0.079
0,sn85042523,18270705,0.12,0.049,0.831,0.9998,DE-1819.1832,,,,,,18270705,0.12
0,sn85042523,18270705,0.116,0.065,0.819,0.9998,DE-1819.1832,,,,,,18270705,0.116
0,sn83025530,18270706,0.102,0.052,0.846,0.9997,DE-1819.1832,,,,,,18270706,0.102
0,sn83025530,18270706,0.106,0.066,0.828,0.9992,DE-1819.1832,,,,,,18270706,0.106
0,sn83025530,18270717,0.118,0.05,0.832,0.9997,DE-1819.1832,,,,,,18270717,0.118
0,sn83025530,18270720,0.099,0.057,0.844,0.9994,DE-1819.1832,,,,,,18270720,0.099
0,sn83025530,18270720,0.11,0.07,0.82,0.9995,DE-1819.1832,,,,,,18270720,0.11
0,sn83025530,18270724,0.091,0.058,0.851,0.9991,DE-1819.1832,,,,,,18270724,0.091
0,sn83025530,18270724,0.078,0.049,0.873,0.9982,DE-1819.1832,,,,,,18270724,0.078
0,sn83025530,18270727,0.138,0.061,0.801,0.9998,DE-1819.1832,,,,,,18270727,0.138
0,sn83025530,18270731,0.09,0.073,0.838,0.9947,DE-1819.1832,,,,,,18270731,0.09
0,sn85042523,18270802,0.153,0.064,0.783,0.9999,DE-1819.1832,,,,,,18270802,0.153
0,sn83025530,18270807,0.089,0.035,0.876,0.9996,DE-1819.1832,,,,,,18270807,0.089
0,sn83025530,18270810,0.09,0.048,0.862,0.9994,DE-1819.1832,,,,,,18270810,0.09
0,sn85042523,18270823,0.141,0.067,0.792,0.9999,DE-1819.1832,,,,,,18270823,0.141
0,sn83025530,18270824,0.125,0.062,0.813,0.9997,DE-1819.1832,,,,,,18270824,0.125
0,sn83025530,18270828,0.104,0.063,0.833,0.9994,DE-1819.1832,,,,,,18270828,0.104
0,sn83025530,18270828,0.084,0.06,0.855,0.9978,DE-1819.1832,,,,,,18270828,0.084
0,sn85042523,18270830,0.141,0.07,0.788,0.9998,DE-1819.1832,,,,,,18270830,0.141
0,sn83025530,18270904,0.097,0.05,0.854,0.9994,DE-1819.1832,,,,,,18270904,0.097
0,sn83025530,18270904,0.095,0.058,0.847,0.9994,DE-1819.1832,,,,,,18270904,0.095
0,sn85042523,18270906,0.08,0.058,0.862,0.9983,DE-1819.1832,,,,,,18270906,0.08
0,sn83025530,18270907,0.087,0.072,0.84,0.9916,DE-1819.1832,,,,,,18270907,0.087
0,sn83025530,18270907,0.095,0.033,0.872,0.9997,DE-1819.1832,,,,,,18270907,0.095
0,sn85042523,18270913,0.13,0.065,0.805,0.9998,DE-1819.1832,,,,,,18270913,0.13
0,sn83025530,18270914,0.11,0.05,0.84,0.9997,DE-1819.1832,,,,,,18270914,0.11
0,sn83025530,18270918,0.11,0.043,0.848,0.9998,DE-1819.1832,,,,,,18270918,0.11
0,sn83025530,18270921,0.134,0.041,0.826,0.9999,DE-1819.1832,,,,,,18270921,0.134
0,sn83025530,18270925,0.115,0.061,0.824,0.9996,DE-1819.1832,,,,,,18270925,0.115
0,sn83025530,18270928,0.112,0.072,0.817,0.9994,DE-1819.1832,,,,,,18270928,0.112
0,sn83025530,18271002,0.101,0.078,0.821,0.9985,DE-1819.1832,,,,,,18271002,0.101
0,sn83025530,18271002,0.103,0.078,0.818,0.9989,DE-1819.1832,,,,,,18271002,0.103
0,sn83025530,18271005,0.103,0.056,0.841,0.9993,DE-1819.1832,,,,,,18271005,0.103
0,sn83025530,18271012,0.129,0.043,0.828,0.9999,DE-1819.1832,,,,,,18271012,0.129
0,sn83025530,18271016,0.118,0.086,0.796,0.9988,DE-1819.1832,,,,,,18271016,0.118
0,sn83025530,18271016,0.096,0.054,0.851,0.9994,DE-1819.1832,,,,,,18271016,0.096
0,sn83025530,18271019,0.149,0.075,0.776,0.9999,DE-1819.1832,,,,,,18271019,0.149
0,sn83025530,18271023,0.15,0.03,0.82,0.9999,DE-1819.1832,,,,,,18271023,0.15
0,sn83025530,18271026,0.058,0.028,0.914,0.998,DE-1819.1832,,,,,,18271026,0.058
0,sn83025530,18271106,0.11,0.045,0.845,0.9998,DE-1819.1832,,,,,,18271106,0.11
0,sn83025530,18271106,0.118,0.047,0.835,0.9998,DE-1819.1832,,,,,,18271106,0.118
0,sn83025530,18271109,0.104,0.046,0.85,0.9997,DE-1819.1832,,,,,,18271109,0.104
0,sn83025530,18271123,0.095,0.05,0.856,0.9994,DE-1819.1832,,,,,,18271123,0.095
0,sn83025530,18271127,0.109,0.071,0.82,0.9995,DE-1819.1832,,,,,,18271127,0.109
0,sn83025530,18271130,0.071,0.029,0.901,0.9993,DE-1819.1832,,,,,,18271130,0.071
0,sn83025530,18271130,0.102,0.04,0.859,0.9996,DE-1819.1832,,,,,,18271130,0.102
0,sn83025530,18271211,0.108,0.057,0.835,0.9997,DE-1819.1832,,,,,,18271211,0.108
0,sn83025530,18271214,0.07,0.042,0.888,0.9974,DE-1819.1832,,,,,,18271214,0.07
0,sn83025530,18271218,0.131,0.022,0.848,0.9999,DE-1819.1832,,,,,,18271218,0.131
0,sn83025530,18271218,0.118,0.026,0.856,0.9999,DE-1819.1832,,,,,,18271218,0.118
0,sn83025530,18271221,0.13,0.073,0.796,0.9995,DE-1819.1832,,,,,,18271221,0.13
0,sn83025530,18271225,0.091,0.043,0.866,0.9996,DE-1819.1832,,,,,,18271225,0.091
0,sn83025530,18271228,0.095,0.06,0.845,0.9993,DE-1819.1832,,,,,,18271228,0.095
0,sn83025530,18280101,0.082,0.046,0.872,0.9989,DE-1819.1832,,,,,,18280101,0.082
0,sn83025530,18280111,0.082,0.041,0.878,0.9991,DE-1819.1832,,,,,,18280111,0.082
0,sn83025530,18280115,0.123,0.046,0.831,0.9999,DE-1819.1832,,,,,,18280115,0.123
0,sn83025530,18280118,0.061,0.037,0.901,0.9952,DE-1819.1832,,,,,,18280118,0.061
0,sn82014393,18280122,0.11,0.07,0.82,0.9995,DE-1819.1832,,,,,,18280122,0.11
0,sn82014393,18280122,0.077,0.06,0.863,0.997,DE-1819.1832,,,,,,18280122,0.077
0,sn83025530,18280125,0.096,0.064,0.84,0.9982,DE-1819.1832,,,,,,18280125,0.096
0,sn82014393,18280129,0.121,0.034,0.846,0.9999,DE-1819.1832,,,,,,18280129,0.121
0,sn83025530,18280201,0.093,0.04,0.867,0.9996,DE-1819.1832,,,,,,18280201,0.093
0,sn83025530,18280201,0.101,0.06,0.839,0.9994,DE-1819.1832,,,,,,18280201,0.101
0,sn83025530,18280205,0.127,0.077,0.796,0.9996,DE-1819.1832,,,,,,18280205,0.127
0,sn82014393,18280208,0.051,0.023,0.926,0.998,DE-1819.1832,,,,,,18280208,0.051
0,sn83025530,18280208,0.095,0.037,0.868,0.9997,DE-1819.1832,,,,,,18280208,0.095
0,sn82014393,18280212,0.078,0.033,0.889,0.9996,DE-1819.1832,,,,,,18280212,0.078
0,sn82014393,18280212,0.161,0.049,0.79,0.9999,DE-1819.1832,,,,,,18280212,0.161
0,sn82014393,18280215,0.103,0.052,0.845,0.9997,DE-1819.1832,,,,,,18280215,0.103
0,sn82014393,18280215,0.076,0.065,0.859,0.9885,DE-1819.1832,,,,,,18280215,0.076
0,sn83025530,18280215,0.084,0.06,0.856,0.9981,DE-1819.1832,,,,,,18280215,0.084
0,sn82014393,18280219,0.085,0.055,0.86,0.9989,DE-1819.1832,,,,,,18280219,0.085
0,sn82014393,18280219,0.088,0.051,0.86,0.9995,DE-1819.1832,,,,,,18280219,0.088
0,sn82014393,18280226,0.108,0.043,0.849,0.9998,DE-1819.1832,,,,,,18280226,0.108
0,sn82014393,18280226,0.07,0.066,0.865,0.9144,DE-1819.1832,,,,,,18280226,0.07
0,sn83025530,18280229,0.134,0.057,0.809,0.9998,DE-1819.1832,,,,,,18280229,0.134
0,sn82014393,18280304,0.077,0.039,0.884,0.9992,DE-1819.1832,,,,,,18280304,0.077
0,sn83025530,18280307,0.115,0.06,0.825,0.9996,DE-1819.1832,,,,,,18280307,0.115
0,sn82014393,18280307,0.093,0.047,0.859,0.9996,DE-1819.1832,,,,,,18280307,0.093
0,sn82014393,18280311,0.097,0.045,0.858,0.9996,DE-1819.1832,,,,,,18280311,0.097
0,sn82014393,18280314,0.144,0.072,0.784,0.9999,DE-1819.1832,,,,,,18280314,0.144
0,sn82014393,18280318,0.13,0.082,0.788,0.9997,DE-1819.1832,,,,,,18280318,0.13
0,sn82014393,18280325,0.118,0.051,0.831,0.9998,DE-1819.1832,,,,,,18280325,0.118
0,sn82014393,18280328,0.096,0.048,0.857,0.9996,DE-1819.1832,,,,,,18280328,0.096
0,sn83025530,18280328,0.079,0.061,0.86,0.9976,DE-1819.1832,,,,,,18280328,0.079
0,sn83025530,18280404,0.125,0.038,0.837,0.9999,DE-1819.1832,,,,,,18280404,0.125
0,sn83025530,18280411,0.097,0.048,0.855,0.9994,DE-1819.1832,,,,,,18280411,0.097
0,sn82014393,18280415,0.099,0.055,0.846,0.9994,DE-1819.1832,,,,,,18280415,0.099
0,sn82014393,18280415,0.092,0.056,0.852,0.9994,DE-1819.1832,,,,,,18280415,0.092
0,sn83025530,18280422,0.086,0.058,0.856,0.9987,DE-1819.1832,,,,,,18280422,0.086
0,sn82014393,18280422,0.09,0.08,0.83,0.9882,DE-1819.1832,,,,,,18280422,0.09
0,sn82014393,18280422,0.084,0.051,0.865,0.9991,DE-1819.1832,,,,,,18280422,0.084
0,sn83025530,18280422,0.108,0.045,0.847,0.9998,DE-1819.1832,,,,,,18280422,0.108
0,sn83025530,18280425,0.09,0.045,0.865,0.9995,DE-1819.1832,,,,,,18280425,0.09
0,sn82014393,18280425,0.082,0.076,0.842,0.9682,DE-1819.1832,,,,,,18280425,0.082
0,sn82014393,18280429,0.086,0.057,0.857,0.9987,DE-1819.1832,,,,,,18280429,0.086
0,sn83025530,18280502,0.121,0.05,0.829,0.9998,DE-1819.1832,,,,,,18280502,0.121
0,sn83025530,18280502,0.09,0.076,0.834,0.9928,DE-1819.1832,,,,,,18280502,0.09
0,sn82014393,18280502,0.096,0.058,0.846,0.9993,DE-1819.1832,,,,,,18280502,0.096
0,sn83025530,18280509,0.057,0.052,0.891,0.7483,DE-1819.1832,,,,,,18280509,0.057
0,sn83025530,18280513,0.1,0.04,0.86,0.9996,DE-1819.1832,,,,,,18280513,0.1
0,sn83025530,18280516,0.107,0.033,0.86,0.9998,DE-1819.1832,,,,,,18280516,0.107
0,sn83025530,18280603,0.101,0.089,0.811,0.9954,DE-1819.1832,,,,,,18280603,0.101
0,sn82014393,18280527,0.095,0.056,0.849,0.9993,DE-1819.1832,,,,,,18280527,0.095
0,sn82014393,18280603,0.047,0.029,0.924,0.9943,DE-1819.1832,,,,,,18280603,0.047
0,sn82014393,18280606,0.096,0.039,0.866,0.9997,DE-1819.1832,,,,,,18280606,0.096
0,sn83025530,18280606,0.091,0.045,0.864,0.9994,DE-1819.1832,,,,,,18280606,0.091
0,sn83025530,18280606,0.101,0.083,0.816,0.9974,DE-1819.1832,,,,,,18280606,0.101
0,sn82014393,18280613,0.109,0.075,0.816,0.9989,DE-1819.1832,,,,,,18280613,0.109
0,sn82014393,18280613,0.089,0.036,0.875,0.9995,DE-1819.1832,,,,,,18280613,0.089
0,sn82014393,18280617,0.061,0.029,0.91,0.9984,DE-1819.1832,,,,,,18280617,0.061
0,sn83025530,18280617,0.131,0.048,0.82,0.9998,DE-1819.1832,,,,,,18280617,0.131
0,sn83025530,18280617,0.108,0.044,0.848,0.9997,DE-1819.1832,,,,,,18280617,0.108
0,sn82014393,18280701,0.07,0.052,0.878,0.992,DE-1819.1832,,,,,,18280701,0.07
0,sn83025530,18280620,0.116,0.046,0.838,0.9998,DE-1819.1832,,,,,,18280620,0.116
0,sn83025530,18280627,0.123,0.043,0.835,0.9998,DE-1819.1832,,,,,,18280627,0.123
0,sn83025530,18280704,0.117,0.058,0.826,0.9997,DE-1819.1832,,,,,,18280704,0.117
