,LCCN,DATE,POS,NEG,NEU,COMP,STATE-TIME,,,,,,,
0,sn83030483,17890422,0.089,0.054,0.857,0.9976,PA-1776.1790,,,,,,17890422,0.089
0,sn83030483,17890425,0.179,0.016,0.805,0.9999,PA-1776.1790,,,,,,17890425,0.179
0,sn83030483,17890425,0.147,0.074,0.779,0.9995,PA-1776.1790,,,,,,17890425,0.147
0,sn83030483,17890425,0.088,0.039,0.873,0.9991,PA-1776.1790,,,,,,17890425,0.088
0,sn83030483,17890506,0.084,0.05,0.866,0.9989,PA-1776.1790,,,,,,17890506,0.084
0,sn83030483,17890506,0.077,0.098,0.824,-0.9954,PA-1776.1790,,,,,,17890506,-0.098
0,sn83030483,17890509,0.115,0.039,0.846,0.9998,PA-1776.1790,,,,,,17890509,0.115
0,sn83030483,17890513,0.12,0.074,0.806,0.9988,PA-1776.1790,,,,,,17890513,0.12
0,sn83030483,17890513,0.12,0.023,0.857,0.9998,PA-1776.1790,,,,,,17890513,0.12
0,sn83030483,17890516,0.119,0.028,0.853,0.9998,PA-1776.1790,,,,,,17890516,0.119
0,sn83030483,17890516,0.079,0.038,0.883,0.9976,PA-1776.1790,,,,,,17890516,0.079
0,sn83030483,17890516,0.143,0.083,0.774,0.9995,PA-1776.1790,,,,,,17890516,0.143
0,sn83030483,17890520,0.083,0.056,0.862,0.9961,PA-1776.1790,,,,,,17890520,0.083
0,sn83030483,17890523,0.119,0.054,0.827,0.9996,PA-1776.1790,,,,,,17890523,0.119
0,sn83030483,17890527,0.116,0.053,0.831,0.9997,PA-1776.1790,,,,,,17890527,0.116
0,sn83030483,17890527,0.106,0.073,0.82,0.9982,PA-1776.1790,,,,,,17890527,0.106
0,sn83030483,17890530,0.095,0.034,0.871,0.9996,PA-1776.1790,,,,,,17890530,0.095
0,sn83030483,17890523,0.075,0.03,0.895,0.9982,PA-1776.1790,,,,,,17890523,0.075
0,sn83030483,17890603,0.098,0.084,0.819,0.9886,PA-1776.1790,,,,,,17890603,0.098
0,sn83030483,17890603,0.074,0.049,0.877,0.9953,PA-1776.1790,,,,,,17890603,0.074
0,sn83030483,17890603,0.116,0.055,0.829,0.9994,PA-1776.1790,,,,,,17890603,0.116
0,sn83030483,17890606,0.132,0.098,0.769,0.9979,PA-1776.1790,,,,,,17890606,0.132
0,sn83030483,17890606,0.188,0.018,0.794,0.9999,PA-1776.1790,,,,,,17890606,0.188
0,sn83030483,17890610,0.154,0.065,0.78,0.9997,PA-1776.1790,,,,,,17890610,0.154
0,sn83030483,17890613,0.167,0.071,0.761,0.9998,PA-1776.1790,,,,,,17890613,0.167
0,sn83030483,17890627,0.093,0.049,0.858,0.9995,PA-1776.1790,,,,,,17890627,0.093
0,sn83030483,17890617,0.125,0.056,0.819,0.9997,PA-1776.1790,,,,,,17890617,0.125
0,sn83030483,17890704,0.115,0.036,0.85,0.9999,PA-1776.1790,,,,,,17890704,0.115
0,sn83030483,17890704,0.15,0.061,0.789,0.9998,PA-1776.1790,,,,,,17890704,0.15
0,sn83030483,17890708,0.079,0.026,0.896,0.9991,PA-1776.1790,,,,,,17890708,0.079
0,sn83030483,17890715,0.116,0.081,0.803,0.9988,PA-1776.1790,,,,,,17890715,0.116
0,sn83030483,17890722,0.131,0.077,0.792,0.9994,PA-1776.1790,,,,,,17890722,0.131
0,sn83030483,17890725,0.128,0.052,0.82,0.9997,PA-1776.1790,,,,,,17890725,0.128
0,sn83030483,17890725,0.091,0.051,0.858,0.9982,PA-1776.1790,,,,,,17890725,0.091
0,sn83030483,17890805,0.112,0.098,0.79,0.9734,PA-1776.1790,,,,,,17890805,0.112
0,sn83030483,17890808,0.088,0.059,0.852,0.9972,PA-1776.1790,,,,,,17890808,0.088
0,sn83030483,17890808,0.136,0.08,0.784,0.9994,PA-1776.1790,,,,,,17890808,0.136
0,sn83030483,17890812,0.143,0.05,0.807,0.9997,PA-1776.1790,,,,,,17890812,0.143
0,sn83030483,17890819,0.104,0.043,0.853,0.9995,PA-1776.1790,,,,,,17890819,0.104
0,sn83030483,17890829,0.135,0.065,0.8,0.9997,PA-1776.1790,,,,,,17890829,0.135
0,sn83030483,17890902,0.104,0.063,0.833,0.9986,PA-1776.1790,,,,,,17890902,0.104
0,sn83030483,17890905,0.096,0.042,0.862,0.9994,PA-1776.1790,,,,,,17890905,0.096
0,sn83030483,17890909,0.101,0.05,0.849,0.9993,PA-1776.1790,,,,,,17890909,0.101
0,sn83030483,17890912,0.113,0.036,0.851,0.9998,PA-1776.1790,,,,,,17890912,0.113
0,sn83030483,17890912,0.049,0.023,0.927,0.9959,PA-1776.1790,,,,,,17890912,0.049
0,sn83030483,17890912,0.171,0.054,0.775,0.9999,PA-1776.1790,,,,,,17890912,0.171
0,sn83030483,17890916,0.118,0.033,0.849,0.9999,PA-1776.1790,,,,,,17890916,0.118
0,sn83030483,17890926,0.111,0.04,0.85,0.9992,PA-1776.1790,,,,,,17890926,0.111
0,sn83030483,17890930,0.107,0.038,0.856,0.9994,PA-1776.1790,,,,,,17890930,0.107
0,sn83030483,17891007,0.074,0.029,0.897,0.9968,PA-1776.1790,,,,,,17891007,0.074
0,sn83030483,17891010,0.127,0.054,0.819,0.9995,PA-1776.1790,,,,,,17891010,0.127
0,sn83030483,17891014,0.099,0.071,0.83,0.997,PA-1776.1790,,,,,,17891014,0.099
0,sn83030483,17891017,0.132,0.071,0.797,0.9997,PA-1776.1790,,,,,,17891017,0.132
0,sn83030483,17891028,0.094,0.017,0.89,0.9996,PA-1776.1790,,,,,,17891028,0.094
0,sn83030483,17891104,0.148,0.031,0.821,0.9998,PA-1776.1790,,,,,,17891104,0.148
0,sn83030483,17891125,0.116,0.051,0.834,0.9995,PA-1776.1790,,,,,,17891125,0.116
0,sn83030483,17891128,0.164,0.051,0.785,0.9998,PA-1776.1790,,,,,,17891128,0.164
0,sn83030483,17891202,0.132,0.075,0.793,0.9994,PA-1776.1790,,,,,,17891202,0.132
0,sn83030483,17891209,0.167,0.063,0.77,0.9999,PA-1776.1790,,,,,,17891209,0.167
0,sn83030483,17891205,0.068,0.04,0.892,0.9954,PA-1776.1790,,,,,,17891205,0.068
0,sn83030483,17891209,0.081,0.071,0.847,0.9649,PA-1776.1790,,,,,,17891209,0.081
0,sn83030483,17900102,0.094,0.014,0.892,0.9996,PA-1776.1790,,,,,,17900102,0.094
0,sn83030483,17900106,0.121,0.077,0.802,0.999,PA-1776.1790,,,,,,17900106,0.121
0,sn83030483,17900116,0.12,0.073,0.807,0.9989,PA-1776.1790,,,,,,17900116,0.12
0,sn83030483,17900119,0.113,0.051,0.836,0.9995,PA-1776.1790,,,,,,17900119,0.113
0,sn83030483,17900123,0.092,0.052,0.856,0.9985,PA-1776.1790,,,,,,17900123,0.092
0,sn83030483,17900127,0.147,0.047,0.806,0.9997,PA-1776.1790,,,,,,17900127,0.147
0,sn83030483,17900217,0.14,0.085,0.775,0.9995,PA-1776.1790,,,,,,17900217,0.14
0,sn83030483,17900224,0.126,0.065,0.809,0.9994,PA-1776.1790,,,,,,17900224,0.126
0,sn83030483,17900224,0.124,0.077,0.798,0.9993,PA-1776.1790,,,,,,17900224,0.124
0,sn83030483,17900227,0.115,0.063,0.821,0.9992,PA-1776.1790,,,,,,17900227,0.115
0,sn83030483,17900303,0.114,0.06,0.826,0.9993,PA-1776.1790,,,,,,17900303,0.114
0,sn83030483,17900306,0.17,0.033,0.797,0.9999,PA-1776.1790,,,,,,17900306,0.17
0,sn83030483,17900306,0.126,0.069,0.805,0.9995,PA-1776.1790,,,,,,17900306,0.126
0,sn83030483,17900310,0.129,0.044,0.827,0.9998,PA-1776.1790,,,,,,17900310,0.129
0,sn83030483,17900313,0.108,0.051,0.841,0.9993,PA-1776.1790,,,,,,17900313,0.108
0,sn83030483,17900317,0.138,0.045,0.817,0.9998,PA-1776.1790,,,,,,17900317,0.138
0,sn83030483,17900317,0.132,0.072,0.796,0.9997,PA-1776.1790,,,,,,17900317,0.132
0,sn83030483,17900320,0.121,0.088,0.791,0.9982,PA-1776.1790,,,,,,17900320,0.121
0,sn83030483,17900324,0.136,0.049,0.815,0.9997,PA-1776.1790,,,,,,17900324,0.136
0,sn83030483,17900327,0.099,0.043,0.858,0.9997,PA-1776.1790,,,,,,17900327,0.099
0,sn83030483,17900327,0.175,0.054,0.771,0.9998,PA-1776.1790,,,,,,17900327,0.175
0,sn83030483,17900407,0.095,0.057,0.848,0.999,PA-1776.1790,,,,,,17900407,0.095
0,sn83030483,17900410,0.114,0.064,0.822,0.9987,PA-1776.1790,,,,,,17900410,0.114
0,sn83030483,17900410,0.048,0.045,0.907,-0.8464,PA-1776.1790,,,,,,17900410,0.048
0,sn83030483,17900410,0.107,0.1,0.793,0.94,PA-1776.1790,,,,,,17900410,0.107
0,sn83030483,17900414,0.143,0.048,0.809,0.9998,PA-1776.1790,,,,,,17900414,0.143
0,sn83030483,17900421,0.089,0.084,0.827,0.7388,PA-1776.1790,,,,,,17900421,0.089
0,sn83030483,17900424,0.11,0.032,0.857,0.9996,PA-1776.1790,,,,,,17900424,0.11
0,sn83030483,17900424,0.108,0.057,0.835,0.9996,PA-1776.1790,,,,,,17900424,0.108
0,sn83030483,17900428,0.138,0.064,0.798,0.9997,PA-1776.1790,,,,,,17900428,0.138
0,sn83030483,17900501,0.109,0.063,0.828,0.9993,PA-1776.1790,,,,,,17900501,0.109
0,sn83030483,17900508,0.086,0.034,0.88,0.9992,PA-1776.1790,,,,,,17900508,0.086
0,sn83030483,17900512,0.087,0.054,0.858,0.9985,PA-1776.1790,,,,,,17900512,0.087
0,sn83030483,17900515,0.069,0.025,0.906,0.9989,PA-1776.1790,,,,,,17900515,0.069
0,sn83030483,17900519,0.124,0.033,0.843,0.9999,PA-1776.1790,,,,,,17900519,0.124
0,sn83030483,17900602,0.105,0.048,0.846,0.9992,PA-1776.1790,,,,,,17900602,0.105
0,sn83030483,17900602,0.152,0.071,0.776,0.9998,PA-1776.1790,,,,,,17900602,0.152
0,sn83030483,17900605,0.163,0.045,0.792,0.9998,PA-1776.1790,,,,,,17900605,0.163
0,sn83030483,17900605,0.134,0.034,0.833,0.9999,PA-1776.1790,,,,,,17900605,0.134
0,sn83030483,17900605,0.117,0.055,0.828,0.9994,PA-1776.1790,,,,,,17900605,0.117
0,sn83030483,17900612,0.129,0.058,0.814,0.9996,PA-1776.1790,,,,,,17900612,0.129
0,sn83030483,17900616,0.141,0.063,0.796,0.9998,PA-1776.1790,,,,,,17900616,0.141
0,sn83030483,17900619,0.084,0.042,0.874,0.9988,PA-1776.1790,,,,,,17900619,0.084
0,sn83030483,17900619,0.114,0.063,0.822,0.9994,PA-1776.1790,,,,,,17900619,0.114
0,sn83030483,17900623,0.112,0.067,0.821,0.9991,PA-1776.1790,,,,,,17900623,0.112
0,sn83030483,17900630,0.052,0.024,0.924,0.9947,PA-1776.1790,,,,,,17900630,0.052
0,sn83030483,17900703,0.099,0.045,0.856,0.9992,PA-1776.1790,,,,,,17900703,0.099
0,sn83030483,17900707,0.096,0.039,0.865,0.9995,PA-1776.1790,,,,,,17900707,0.096
0,sn83030483,17900717,0.055,0.019,0.926,0.999,PA-1776.1790,,,,,,17900717,0.055
0,sn83030483,17900724,0.132,0.054,0.813,0.9996,PA-1776.1790,,,,,,17900724,0.132
0,sn83030483,17900731,0.104,0.074,0.822,0.9977,PA-1776.1790,,,,,,17900731,0.104
0,sn83030483,17900818,0.081,0.05,0.87,0.9984,PA-1776.1790,,,,,,17900818,0.081
0,sn83030483,17900901,0.101,0.074,0.825,0.9955,PA-1776.1790,,,,,,17900901,0.101
0,sn83030483,17900904,0.097,0.08,0.824,0.9931,PA-1776.1790,,,,,,17900904,0.097
0,sn83030483,17901006,0.115,0.079,0.807,0.9982,PA-1776.1790,,,,,,17901006,0.115
0,sn83030483,17901006,0.101,0.065,0.834,0.9988,PA-1776.1790,,,,,,17901006,0.101
0,sn83030483,17901009,0.087,0.065,0.847,0.9918,PA-1776.1790,,,,,,17901009,0.087
0,sn83030483,17901106,0.113,0.061,0.826,0.9991,PA-1776.1790,,,,,,17901106,0.113
0,sn83030483,17901110,0.138,0.045,0.817,0.9997,PA-1776.1790,,,,,,17901110,0.138
0,sn83030483,17901110,0.109,0.056,0.835,0.9995,PA-1776.1790,,,,,,17901110,0.109
0,sn83030483,17901110,0.118,0.05,0.832,0.9996,PA-1776.1790,,,,,,17901110,0.118
0,sn83030483,17901113,0.166,0.049,0.784,0.9999,PA-1776.1790,,,,,,17901113,0.166
0,sn83030483,17901117,0.098,0.071,0.831,0.9974,PA-1776.1790,,,,,,17901117,0.098
0,sn83030483,17901117,0.158,0.044,0.798,0.9998,PA-1776.1790,,,,,,17901117,0.158
0,sn83030483,17901120,0.102,0.06,0.838,0.9987,PA-1776.1790,,,,,,17901120,0.102
0,sn83030483,17901124,0.072,0.062,0.867,0.9827,PA-1776.1790,,,,,,17901124,0.072
0,sn83030483,17901127,0.104,0.051,0.844,0.9995,PA-1776.1790,,,,,,17901127,0.104
0,sn83030483,17901204,0.128,0.069,0.803,0.9995,PA-1776.1790,,,,,,17901204,0.128
0,sn83030483,17901204,0.094,0.046,0.86,0.9993,PA-1776.1790,,,,,,17901204,0.094
0,sn83030483,17901211,0.095,0.025,0.88,0.9995,PA-1776.1790,,,,,,17901211,0.095
0,sn83030483,17901211,0.07,0.067,0.863,0.6616,PA-1776.1790,,,,,,17901211,0.07
0,sn83030483,17891216,0.105,0.043,0.852,0.9993,PA-1776.1790,,,,,,17891216,0.105
0,sn83030483,17891216,0.122,0.032,0.846,0.9998,PA-1776.1790,,,,,,17891216,0.122
0,sn83030483,17891230,0.15,0.075,0.775,0.9996,PA-1776.1790,,,,,,17891230,0.15
0,sn83030483,17890422,0.089,0.054,0.857,0.9976,NY-1776.1790,,,,,,17890422,0.089
0,sn83030483,17890425,0.088,0.039,0.873,0.9991,NY-1776.1790,,,,,,17890425,0.088
0,sn83030483,17890425,0.179,0.016,0.805,0.9999,NY-1776.1790,,,,,,17890425,0.179
0,sn83030483,17890425,0.147,0.074,0.779,0.9995,NY-1776.1790,,,,,,17890425,0.147
0,sn83030483,17890506,0.084,0.05,0.866,0.9989,NY-1776.1790,,,,,,17890506,0.084
0,sn83030483,17890506,0.077,0.098,0.824,-0.9954,NY-1776.1790,,,,,,17890506,-0.098
0,sn83030483,17890509,0.115,0.039,0.846,0.9998,NY-1776.1790,,,,,,17890509,0.115
0,sn83030483,17890513,0.12,0.074,0.806,0.9988,NY-1776.1790,,,,,,17890513,0.12
0,sn83030483,17890513,0.12,0.023,0.857,0.9998,NY-1776.1790,,,,,,17890513,0.12
0,sn83030483,17890516,0.119,0.028,0.853,0.9998,NY-1776.1790,,,,,,17890516,0.119
0,sn83030483,17890516,0.143,0.083,0.774,0.9995,NY-1776.1790,,,,,,17890516,0.143
0,sn83030483,17890516,0.079,0.038,0.883,0.9976,NY-1776.1790,,,,,,17890516,0.079
0,sn83030483,17890520,0.083,0.056,0.862,0.9961,NY-1776.1790,,,,,,17890520,0.083
0,sn83030483,17890523,0.119,0.054,0.827,0.9996,NY-1776.1790,,,,,,17890523,0.119
0,sn83030483,17890523,0.075,0.03,0.895,0.9982,NY-1776.1790,,,,,,17890523,0.075
0,sn83030483,17890527,0.106,0.073,0.82,0.9982,NY-1776.1790,,,,,,17890527,0.106
0,sn83030483,17890527,0.116,0.053,0.831,0.9997,NY-1776.1790,,,,,,17890527,0.116
0,sn83030483,17890530,0.095,0.034,0.871,0.9996,NY-1776.1790,,,,,,17890530,0.095
0,sn83030483,17890603,0.116,0.055,0.829,0.9994,NY-1776.1790,,,,,,17890603,0.116
0,sn83030483,17890603,0.098,0.084,0.819,0.9886,NY-1776.1790,,,,,,17890603,0.098
0,sn83030483,17890603,0.074,0.049,0.877,0.9953,NY-1776.1790,,,,,,17890603,0.074
0,sn83030483,17890606,0.132,0.098,0.769,0.9979,NY-1776.1790,,,,,,17890606,0.132
0,sn83030483,17890606,0.188,0.018,0.794,0.9999,NY-1776.1790,,,,,,17890606,0.188
0,sn83030483,17890610,0.154,0.065,0.78,0.9997,NY-1776.1790,,,,,,17890610,0.154
0,sn83030483,17890613,0.167,0.071,0.761,0.9998,NY-1776.1790,,,,,,17890613,0.167
0,sn83030483,17890617,0.125,0.056,0.819,0.9997,NY-1776.1790,,,,,,17890617,0.125
0,sn83030483,17890627,0.093,0.049,0.858,0.9995,NY-1776.1790,,,,,,17890627,0.093
0,sn83030483,17890704,0.115,0.036,0.85,0.9999,NY-1776.1790,,,,,,17890704,0.115
0,sn83030483,17890704,0.15,0.061,0.789,0.9998,NY-1776.1790,,,,,,17890704,0.15
0,sn83030483,17890708,0.079,0.026,0.896,0.9991,NY-1776.1790,,,,,,17890708,0.079
0,sn83030483,17890715,0.116,0.081,0.803,0.9988,NY-1776.1790,,,,,,17890715,0.116
0,sn83030483,17890722,0.131,0.077,0.792,0.9994,NY-1776.1790,,,,,,17890722,0.131
0,sn83030483,17890725,0.128,0.052,0.82,0.9997,NY-1776.1790,,,,,,17890725,0.128
0,sn83030483,17890725,0.091,0.051,0.858,0.9982,NY-1776.1790,,,,,,17890725,0.091
0,sn83030483,17890805,0.112,0.098,0.79,0.9734,NY-1776.1790,,,,,,17890805,0.112
0,sn83030483,17890808,0.088,0.059,0.852,0.9972,NY-1776.1790,,,,,,17890808,0.088
0,sn83030483,17890808,0.136,0.08,0.784,0.9994,NY-1776.1790,,,,,,17890808,0.136
0,sn83030483,17890812,0.143,0.05,0.807,0.9997,NY-1776.1790,,,,,,17890812,0.143
0,sn83030483,17890819,0.104,0.043,0.853,0.9995,NY-1776.1790,,,,,,17890819,0.104
0,sn83030483,17890829,0.135,0.065,0.8,0.9997,NY-1776.1790,,,,,,17890829,0.135
0,sn83030483,17890902,0.104,0.063,0.833,0.9986,NY-1776.1790,,,,,,17890902,0.104
0,sn83030483,17890905,0.096,0.042,0.862,0.9994,NY-1776.1790,,,,,,17890905,0.096
0,sn83030483,17890909,0.101,0.05,0.849,0.9993,NY-1776.1790,,,,,,17890909,0.101
0,sn83030483,17890912,0.113,0.036,0.851,0.9998,NY-1776.1790,,,,,,17890912,0.113
0,sn83030483,17890912,0.049,0.023,0.927,0.9959,NY-1776.1790,,,,,,17890912,0.049
0,sn83030483,17890912,0.171,0.054,0.775,0.9999,NY-1776.1790,,,,,,17890912,0.171
0,sn83030483,17890916,0.118,0.033,0.849,0.9999,NY-1776.1790,,,,,,17890916,0.118
0,sn83030483,17890926,0.111,0.04,0.85,0.9992,NY-1776.1790,,,,,,17890926,0.111
0,sn83030483,17890930,0.107,0.038,0.856,0.9994,NY-1776.1790,,,,,,17890930,0.107
0,sn83030483,17891007,0.074,0.029,0.897,0.9968,NY-1776.1790,,,,,,17891007,0.074
0,sn83030483,17891010,0.127,0.054,0.819,0.9995,NY-1776.1790,,,,,,17891010,0.127
0,sn83030483,17891014,0.099,0.071,0.83,0.997,NY-1776.1790,,,,,,17891014,0.099
0,sn83030483,17891017,0.132,0.071,0.797,0.9997,NY-1776.1790,,,,,,17891017,0.132
0,sn83030483,17891028,0.094,0.017,0.89,0.9996,NY-1776.1790,,,,,,17891028,0.094
0,sn83030483,17891104,0.148,0.031,0.821,0.9998,NY-1776.1790,,,,,,17891104,0.148
0,sn83030483,17891125,0.116,0.051,0.834,0.9995,NY-1776.1790,,,,,,17891125,0.116
0,sn83030483,17891128,0.164,0.051,0.785,0.9998,NY-1776.1790,,,,,,17891128,0.164
0,sn83030483,17891202,0.132,0.075,0.793,0.9994,NY-1776.1790,,,,,,17891202,0.132
0,sn83030483,17891205,0.068,0.04,0.892,0.9954,NY-1776.1790,,,,,,17891205,0.068
0,sn83030483,17891209,0.167,0.063,0.77,0.9999,NY-1776.1790,,,,,,17891209,0.167
0,sn83030483,17891209,0.081,0.071,0.847,0.9649,NY-1776.1790,,,,,,17891209,0.081
0,sn83030483,17891216,0.122,0.032,0.846,0.9998,NY-1776.1790,,,,,,17891216,0.122
0,sn83030483,17891216,0.105,0.043,0.852,0.9993,NY-1776.1790,,,,,,17891216,0.105
0,sn83030483,17891230,0.15,0.075,0.775,0.9996,NY-1776.1790,,,,,,17891230,0.15
0,sn83030483,17900102,0.094,0.014,0.892,0.9996,NY-1776.1790,,,,,,17900102,0.094
0,sn83030483,17900106,0.121,0.077,0.802,0.999,NY-1776.1790,,,,,,17900106,0.121
0,sn83030483,17900116,0.12,0.073,0.807,0.9989,NY-1776.1790,,,,,,17900116,0.12
0,sn83030483,17900119,0.113,0.051,0.836,0.9995,NY-1776.1790,,,,,,17900119,0.113
0,sn83030483,17900123,0.092,0.052,0.856,0.9985,NY-1776.1790,,,,,,17900123,0.092
0,sn83030483,17900127,0.147,0.047,0.806,0.9997,NY-1776.1790,,,,,,17900127,0.147
0,sn83030483,17900217,0.14,0.085,0.775,0.9995,NY-1776.1790,,,,,,17900217,0.14
0,sn83030483,17900224,0.126,0.065,0.809,0.9994,NY-1776.1790,,,,,,17900224,0.126
0,sn83030483,17900224,0.124,0.077,0.798,0.9993,NY-1776.1790,,,,,,17900224,0.124
0,sn83030483,17900227,0.115,0.063,0.821,0.9992,NY-1776.1790,,,,,,17900227,0.115
0,sn83030483,17900303,0.114,0.06,0.826,0.9993,NY-1776.1790,,,,,,17900303,0.114
0,sn83030483,17900306,0.17,0.033,0.797,0.9999,NY-1776.1790,,,,,,17900306,0.17
0,sn83030483,17900306,0.126,0.069,0.805,0.9995,NY-1776.1790,,,,,,17900306,0.126
0,sn83030483,17900310,0.129,0.044,0.827,0.9998,NY-1776.1790,,,,,,17900310,0.129
0,sn83030483,17900313,0.108,0.051,0.841,0.9993,NY-1776.1790,,,,,,17900313,0.108
0,sn83030483,17900317,0.138,0.045,0.817,0.9998,NY-1776.1790,,,,,,17900317,0.138
0,sn83030483,17900317,0.132,0.072,0.796,0.9997,NY-1776.1790,,,,,,17900317,0.132
0,sn83030483,17900320,0.121,0.088,0.791,0.9982,NY-1776.1790,,,,,,17900320,0.121
0,sn83030483,17900324,0.136,0.049,0.815,0.9997,NY-1776.1790,,,,,,17900324,0.136
0,sn83030483,17900327,0.099,0.043,0.858,0.9997,NY-1776.1790,,,,,,17900327,0.099
0,sn83030483,17900327,0.175,0.054,0.771,0.9998,NY-1776.1790,,,,,,17900327,0.175
0,sn83030483,17900407,0.095,0.057,0.848,0.999,NY-1776.1790,,,,,,17900407,0.095
0,sn83030483,17900410,0.114,0.064,0.822,0.9987,NY-1776.1790,,,,,,17900410,0.114
0,sn83030483,17900410,0.048,0.045,0.907,-0.8464,NY-1776.1790,,,,,,17900410,0.048
0,sn83030483,17900410,0.107,0.1,0.793,0.94,NY-1776.1790,,,,,,17900410,0.107
0,sn83030483,17900414,0.143,0.048,0.809,0.9998,NY-1776.1790,,,,,,17900414,0.143
0,sn83030483,17900421,0.089,0.084,0.827,0.7388,NY-1776.1790,,,,,,17900421,0.089
0,sn83030483,17900424,0.11,0.032,0.857,0.9996,NY-1776.1790,,,,,,17900424,0.11
0,sn83030483,17900424,0.108,0.057,0.835,0.9996,NY-1776.1790,,,,,,17900424,0.108
0,sn83030483,17900428,0.138,0.064,0.798,0.9997,NY-1776.1790,,,,,,17900428,0.138
0,sn83030483,17900501,0.109,0.063,0.828,0.9993,NY-1776.1790,,,,,,17900501,0.109
0,sn83030483,17900508,0.086,0.034,0.88,0.9992,NY-1776.1790,,,,,,17900508,0.086
0,sn83030483,17900512,0.087,0.054,0.858,0.9985,NY-1776.1790,,,,,,17900512,0.087
0,sn83030483,17900515,0.069,0.025,0.906,0.9989,NY-1776.1790,,,,,,17900515,0.069
0,sn83030483,17900519,0.124,0.033,0.843,0.9999,NY-1776.1790,,,,,,17900519,0.124
0,sn83030483,17900602,0.152,0.071,0.776,0.9998,NY-1776.1790,,,,,,17900602,0.152
0,sn83030483,17900605,0.134,0.034,0.833,0.9999,NY-1776.1790,,,,,,17900605,0.134
0,sn83030483,17900605,0.163,0.045,0.792,0.9998,NY-1776.1790,,,,,,17900605,0.163
0,sn83030483,17900605,0.117,0.055,0.828,0.9994,NY-1776.1790,,,,,,17900605,0.117
0,sn83030483,17900616,0.141,0.063,0.796,0.9998,NY-1776.1790,,,,,,17900616,0.141
0,sn83030483,17900602,0.105,0.048,0.846,0.9992,NY-1776.1790,,,,,,17900602,0.105
0,sn83030483,17900612,0.129,0.058,0.814,0.9996,NY-1776.1790,,,,,,17900612,0.129
0,sn83030483,17900619,0.084,0.042,0.874,0.9988,NY-1776.1790,,,,,,17900619,0.084
0,sn83030483,17900619,0.114,0.063,0.822,0.9994,NY-1776.1790,,,,,,17900619,0.114
0,sn83030483,17900623,0.112,0.067,0.821,0.9991,NY-1776.1790,,,,,,17900623,0.112
0,sn83030483,17900630,0.052,0.024,0.924,0.9947,NY-1776.1790,,,,,,17900630,0.052
0,sn83030483,17900703,0.099,0.045,0.856,0.9992,NY-1776.1790,,,,,,17900703,0.099
0,sn83030483,17900707,0.096,0.039,0.865,0.9995,NY-1776.1790,,,,,,17900707,0.096
0,sn83030483,17900717,0.055,0.019,0.926,0.999,NY-1776.1790,,,,,,17900717,0.055
0,sn83030483,17900724,0.132,0.054,0.813,0.9996,NY-1776.1790,,,,,,17900724,0.132
0,sn83030483,17900731,0.104,0.074,0.822,0.9977,NY-1776.1790,,,,,,17900731,0.104
0,sn83030483,17900818,0.081,0.05,0.87,0.9984,NY-1776.1790,,,,,,17900818,0.081
0,sn83030483,17900901,0.101,0.074,0.825,0.9955,NY-1776.1790,,,,,,17900901,0.101
0,sn83030483,17900904,0.097,0.08,0.824,0.9931,NY-1776.1790,,,,,,17900904,0.097
0,sn83030483,17901006,0.115,0.079,0.807,0.9982,NY-1776.1790,,,,,,17901006,0.115
0,sn83030483,17901006,0.101,0.065,0.834,0.9988,NY-1776.1790,,,,,,17901006,0.101
0,sn83030483,17901009,0.087,0.065,0.847,0.9918,NY-1776.1790,,,,,,17901009,0.087
0,sn83030483,17901106,0.113,0.061,0.826,0.9991,NY-1776.1790,,,,,,17901106,0.113
0,sn83030483,17901110,0.138,0.045,0.817,0.9997,NY-1776.1790,,,,,,17901110,0.138
0,sn83030483,17901110,0.109,0.056,0.835,0.9995,NY-1776.1790,,,,,,17901110,0.109
0,sn83030483,17901110,0.118,0.05,0.832,0.9996,NY-1776.1790,,,,,,17901110,0.118
0,sn83030483,17901113,0.166,0.049,0.784,0.9999,NY-1776.1790,,,,,,17901113,0.166
0,sn83030483,17901117,0.098,0.071,0.831,0.9974,NY-1776.1790,,,,,,17901117,0.098
0,sn83030483,17901120,0.102,0.06,0.838,0.9987,NY-1776.1790,,,,,,17901120,0.102
0,sn83030483,17901124,0.072,0.062,0.867,0.9827,NY-1776.1790,,,,,,17901124,0.072
0,sn83030483,17901127,0.104,0.051,0.844,0.9995,NY-1776.1790,,,,,,17901127,0.104
0,sn83030483,17901117,0.158,0.044,0.798,0.9998,NY-1776.1790,,,,,,17901117,0.158
0,sn83030483,17901204,0.128,0.069,0.803,0.9995,NY-1776.1790,,,,,,17901204,0.128
0,sn83030483,17901204,0.094,0.046,0.86,0.9993,NY-1776.1790,,,,,,17901204,0.094
0,sn83030483,17901211,0.095,0.025,0.88,0.9995,NY-1776.1790,,,,,,17901211,0.095
0,sn83030483,17901211,0.07,0.067,0.863,0.6616,NY-1776.1790,,,,,,17901211,0.07
0,sn83030483,17890422,0.089,0.054,0.857,0.9976,NY-1776.1790,,,,,,17890422,0.089
0,sn83030483,17890425,0.088,0.039,0.873,0.9991,NY-1776.1790,,,,,,17890425,0.088
0,sn83030483,17890425,0.179,0.016,0.805,0.9999,NY-1776.1790,,,,,,17890425,0.179
